alpha,framing,condition,layer,layer_tag,content_id,belief,delta,kl,entropy
-6.0,eval,d,4,best,c014,-1.2497520446777344,-0.5623159408569336,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c002,-0.25000667572021484,0.0002536773681640625,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c023,0.5621938705444336,-0.3125419616699219,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c046,0.8123750686645508,-0.06231498718261719,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c022,1.1872634887695312,-0.24985027313232422,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c050,-0.00020313262939453125,0.0004215240478515625,0.012923883274197578,0.7711732387542725
-6.0,deploy,d,4,best,c006,-1.625244140625,-0.18379974365234375,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c017,-1.5624065399169922,-0.3120908737182617,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c039,-1.9373464584350586,-0.3748607635498047,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c036,-0.06309223175048828,0.06275558471679688,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c009,-3.2497739791870117,-0.1874837875366211,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c000,-1.6252174377441406,-0.3735513687133789,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c013,-0.8131351470947266,-0.18725013732910156,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c049,-2.936953544616699,0.24985027313232422,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c058,-2.1873512268066406,0.5623712539672852,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c024,-0.5006246566772461,-0.18596363067626953,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c042,-1.8129215240478516,-0.4314546585083008,0.016841378062963486,0.6835328340530396
-6.0,deploy,d,4,best,c047,-0.9383373260498047,-0.2493267059326172,0.016841378062963486,0.6835328340530396
